stock_id,year,60日均價(元),本季以來報酬率 %,class
2330,201712,208.94,6.0047,1
2331,201712,20.24,-14.0692,0
2332,201712,10.65,-4.9328,0
2337,201712,43.4119,-8.4888,0
2338,201712,17.4191,1.9827,1
2340,201712,21.78,-11.8867,0
2342,201712,17.07,-27.5334,0
2344,201712,23.3101,-12.0259,0
2345,201712,90.8154,7.7235,1
2347,201712,33.1412,11.4012,1
2348,201712,21.6899,-6.6431,0
2349,201712,12.3193,-8.9845,0
2351,201712,78.292,4.7561,1
2352,201712,18.5561,-2.7585,0
2353,201712,16.8317,58.8814,1
2354,201712,77.457,-3.7289,0
2355,201712,54.3838,-0.3431,0
2356,201712,19.3417,4.8569,1
2357,201712,221.603,12.7014,1
2358,201712,20.3155,26.5418,1
2359,201712,19.6339,8.4309,1
2360,201712,140.585,53.5547,1
2362,201712,27.3445,-1.528,0
2363,201712,7.6382,19.1747,1
2364,201712,2.55,-9.4341,0
2365,201712,9.2329,4.7813,1
2367,201712,15.4436,112.844,1
2368,201712,10.25,11.8142,1
2369,201712,14.72,-13.5055,0
2371,201712,15.84,51.1814,1
2373,201712,72.8651,-4.1115,0
2374,201712,18.5591,-7.2263,0
2375,201712,37.0291,48.7264,1
2376,201712,39.9914,41.1764,1
2377,201712,63.7336,16.7687,1
2379,201712,100.183,2.3474,1
2380,201712,8.65,0.7332,1
2382,201712,56.215,-11.4448,0
2383,201712,101.111,-29.5138,0
2385,201712,59.315,4.1665,1
2387,201712,17.0744,-9.7827,0
2388,201712,10.655,-4.5047,0
2390,201712,11.88,-1.6665,0
2392,201712,42.1345,19.6168,1
2393,201712,38.8821,-6.0606,0
2395,201712,171.641,-1.1737,0
2397,201712,51.7548,-5.763,0
2399,201712,13.02,-1.8657,0
2401,201712,15.5794,0.6134,1
2402,201712,15.4937,-10.5406,0
2404,201712,54.918,13.7595,1
2405,201712,16.96,82.8833,1
2406,201712,28.4628,-8.4272,0
2408,201712,68.4091,-11.7034,0
2409,201712,10.5,2.0575,1
2412,201712,91.7855,1.4356,1
2413,201712,20.12,8.7722,1
2414,201712,16.2855,3.158,1
2415,201712,24.5698,-22.5003,0
2417,201712,12.8429,11.4753,1
2419,201712,20.544,-3.5871,0
2420,201712,29.3026,4.978,1
2421,201712,50.7622,0.7691,1
2423,201712,20.0227,-11.133,0
2424,201712,47.7212,46.6665,1
2425,201712,15.0917,-8.235,0
2426,201712,13.1477,15.3846,1
2427,201712,8.8407,13.1753,1
2428,201712,77.8509,-5.7111,0
2429,201712,12.33,-14.9607,0
2430,201712,19.9067,0.2084,1
2431,201712,16.58,-15.4895,0
2433,201712,34.7831,1.7584,1
2434,201712,42.702,-8.4732,0
2436,201712,31.1394,5.5058,1
2438,201712,11.5607,-13.4687,0
2439,201712,172.345,1.0385,1
2440,201712,10.46,0.9804,1
2441,201712,44.7163,3.5787,1
2442,201712,6.8591,6.8958,1
2443,201712,6.4,-6.2029,0
2444,201712,38.54,13.5686,1
2449,201712,26.3249,1.6811,1
2450,201712,43.7592,-2.8955,0
2451,201712,68.1606,-4.5033,0
2453,201712,11.9572,17.1758,1
2454,201712,288.741,0.8574,1
2455,201712,77.6254,50.8906,1
2457,201712,13.12,13.7096,1
2458,201712,53.9596,8.9834,1
2459,201712,34.5814,7.241,1
2460,201712,13.3,32.204,1
2461,201712,15.28,7.5408,1
2462,201712,30.6607,1.1386,1
2464,201712,36.6839,13.9818,1
2465,201712,19.83,24.3523,1
2466,201712,36.28,-6.887,0
2467,201712,21.8703,4.9524,1
2468,201712,10.0839,0.0003,1
2471,201712,12.2833,-2.9802,0
2472,201712,46.7265,44.3657,1
2474,201712,282.179,11.1863,1
2476,201712,21.8072,6.9307,1
2477,201712,26.4152,-19.1143,0
2478,201712,29.5862,52.4391,1
2480,201712,28.7615,1.9998,1
2481,201712,28.8885,34.5294,1
2482,201712,12.62,-0.7935,0
2483,201712,19.9447,4.925,1
2484,201712,17.5481,10.1564,1
2485,201712,28.9668,11.858,1
2486,201712,10.8258,0.463,1
2488,201712,25.0569,-3.5539,0
2489,201712,16.01,-0.0004,0
2491,201712,6.9815,-6.1498,0
2492,201712,78.2477,38.3403,1
2493,201712,21.0636,4.1338,1
2495,201712,12.7192,1.0523,1
2496,201712,127.215,-8.6485,0
2497,201712,29.84,5.2629,1
2498,201712,68.35,-2.663,0
2501,201712,13.7931,-1.2017,0
2504,201712,9.0785,7.718,1
2505,201712,18.1977,47.9169,1
2506,201712,10.17,4.8924,1
2509,201712,13.8179,13.9477,1
2511,201712,9.7334,7.5894,1
2514,201712,14.77,7.3425,1
2515,201712,6.8618,23.6801,1
2516,201712,6.66,13.6579,1
2520,201712,16.9958,13.3333,1
2524,201712,20.61,-4.7011,0
2527,201712,17.4187,28.6458,1
2528,201712,19.79,-11.5124,0
2530,201712,12.5244,10.9488,1
2534,201712,23.966,14.5412,1
2535,201712,14.3028,3.1517,1
2536,201712,17.4819,2.143,1
2537,201712,8.29,-1.1989,0
2538,201712,8.5829,2.4876,1
2539,201712,17.9729,2.7423,1
2540,201712,21.72,-7.6925,0
2542,201712,29.7864,2.9197,1
2543,201712,8.3,-3.8463,0
2545,201712,26.46,6.9028,1
2546,201712,14.8368,20.4617,1
2547,201712,11.5507,-3.0535,0
2548,201712,55.6114,4.8337,1
2597,201712,31.0436,-3.6757,0
2601,201712,7.2589,12.5001,1
2603,201712,15.66,-9.2449,0
2605,201712,19.4405,-2.0836,0
2606,201712,30.6354,6.7253,1
2607,201712,12.9409,2.1664,1
2608,201712,33.1336,5.0826,1
2609,201712,11.97,-9.4485,0
2610,201712,11.2,3.0969,1
2611,201712,6.52,-0.1418,0
2612,201712,25.9619,2.5001,1
2613,201712,11.7973,-1.5038,0
2614,201712,8.1216,18.4495,1
2615,201712,17.0918,2.9412,1
2616,201712,26.5037,-0.1551,0
2617,201712,13.8346,12.9251,1
2618,201712,12.9074,7.0945,1
2630,201712,.,-5.0892,0
2633,201712,21.7724,-2.4892,0
2634,201712,31.3569,9.7774,1
2636,201712,19.5773,-10.5265,0
2637,201712,23.8923,6.9989,1
2642,201712,27.914,-7.9489,0
2701,201712,11.8757,1.9085,1
2702,201712,12.66,2.8778,1
2704,201712,22.42,-1.6912,0
2705,201712,14.47,0.0001,1
2706,201712,13.9043,-0.9554,0
2707,201712,128.401,-0.3237,0
2712,201712,25.16,1.4927,1
2722,201712,32.277,0.5495,1
2723,201712,315.095,34.6745,1
2727,201712,122.739,-17.2837,0
2731,201712,85.6043,7.5265,1
2739,201712,34.6183,8.3786,1
2748,201712,53.2554,-3.9657,0
2801,201712,13.7327,0.9144,1
2809,201712,30.1482,16.4063,1
2812,201712,7.7834,3.3364,1
2816,201712,15.6731,28.4344,1
2820,201712,13.0756,4.4067,1
2832,201712,17.4951,2.2504,1
2834,201712,6.8095,1.206,1
2836,201712,7.8501,-1.2848,0
2838,201712,7.3521,3.5797,1
2841,201712,10.09,-0.4856,0
2845,201712,7.7271,1.0594,1
2849,201712,11.2577,5.5553,1
2850,201712,23.2956,9.3332,1
2851,201712,13.7448,15.1316,1
2852,201712,12.1099,8.6141,1
2855,201712,11.6676,0.7019,1
2867,201712,13.6801,6.9306,1
2880,201712,13.153,1.5151,1
2881,201712,42.8591,7.4152,1
2882,201712,44.9248,10.9958,1
2883,201712,8.1482,11.4159,1
2884,201712,13.9499,4.1325,1
2885,201712,11.4909,5.3438,1
2886,201712,20.1039,1.2632,1
2887,201712,11.0103,6.1302,1
2888,201712,8.7912,14.7539,1
2889,201712,7.59,4.5152,1
2890,201712,7.8685,6.4975,1
2891,201712,17.0903,7.3301,1
2892,201712,16.2139,-0.0002,0
2897,201712,8.083,2.6493,1
2901,201712,25.3636,-4.6934,0
2903,201712,13.1711,-0.9902,0
2904,201712,16.2974,-2.2498,0
2905,201712,19.286,12.2218,1
2906,201712,10.1535,-0.8849,0
2908,201712,19.5013,1.5518,1
2910,201712,27.1153,-5.5756,0
2911,201712,11.14,-3.2789,0
2912,201712,239.828,11.5918,1
2913,201712,14.87,-3.4375,0
2915,201712,61.0504,11.6998,1
2923,201712,16.0765,1.9444,1
2929,201712,66.4525,15.2388,1
2936,201712,31.94,-9.8594,0
2939,201712,.,2.8582,1
3002,201712,12.647,-3.7038,0
3003,201712,61.9061,-5.0825,0
3004,201712,43.0808,7.889,1
3005,201712,34.9727,5.7418,1
3006,201712,39.8676,4.1414,1
3008,201712,4880.48,-25.2091,0
3010,201712,45.5463,11.1556,1
3011,201712,7.54,-6.1842,0
3013,201712,18.3908,17.6319,1
3014,201712,29.4336,5.9611,1
3015,201712,19.9705,7.1105,1
3016,201712,30.4149,37.6526,1
3017,201712,27.5477,25.3383,1
3018,201712,65.93,50.9291,1
3019,201712,106.767,-14.5781,0
3021,201712,13.6329,-15.8504,0
3022,201712,62.671,-2.747,0
3023,201712,75.722,8.0105,1
3024,201712,6.2068,-9.1808,0
3025,201712,18.933,-0.5029,0
3026,201712,66.3443,103.587,1
3027,201712,11.33,-7.7273,0
3028,201712,15.874,8.9677,1
3029,201712,16.5326,5.805,1
3030,201712,34.9431,4.9239,1
3031,201712,14.7741,9.0911,1
3032,201712,32.3362,-5.4809,0
3033,201712,14.3806,15.3615,1
3034,201712,99.8138,-0.8732,0
3035,201712,49.2723,36.396,1
3036,201712,39.0996,-3.722,0
3037,201712,15.5816,-1.212,0
3038,201712,8.844,3.6265,1
3040,201712,32.5172,21.7116,1
3041,201712,28.4,-12.403,0
3042,201712,34.2374,0.6329,1
3043,201712,2.56,-11.7649,0
3044,201712,86.5504,-11.4283,0
3045,201712,93.266,-0.9218,0
3046,201712,15.34,22.2226,1
3047,201712,9.965,-5.0732,0
3048,201712,14.7986,21.0863,1
3049,201712,9.8071,-20,0
3050,201712,10.0047,6.542,1
3051,201712,5,22.4138,1
3052,201712,7.5259,2.8399,1
3054,201712,21.16,-9.3595,0
3055,201712,19.2236,11.0865,1
3056,201712,15.0323,6.3889,1
3057,201712,22.4627,-9.0535,0
3058,201712,8.9538,-9.8175,0
3059,201712,27.8131,11.7019,1
3060,201712,28.59,-15.6186,0
3062,201712,17.3522,-2.4193,0
3090,201712,23.7548,28.3907,1
3092,201712,33.036,-0.2125,0
3094,201712,21.2728,14.3171,1
3130,201712,132.967,7.9473,1
3138,201712,.,3.3076,1
3149,201712,21.55,-14.9779,0
3164,201712,21.8031,-1.7095,0
3167,201712,39.8601,18.7643,1
3189,201712,62.5453,-27.6368,0
3209,201712,16.808,-4.4613,0
3229,201712,18.67,-0.2771,0
3231,201712,20.0203,-2.2448,0
3257,201712,44.5398,-18.9512,0
3266,201712,10.7256,-1.739,0
3296,201712,16.038,-20.1532,0
3305,201712,22.9911,1.3462,1
3308,201712,8.2,3.6858,1
3311,201712,30.9,-6.7331,0
3312,201712,6.9802,13.2781,1
3321,201712,15.8875,20.0662,1
3338,201712,27.4581,8.3491,1
3346,201712,66.4453,-13.9877,0
3356,201712,37.49,13.7155,1
3376,201712,72.0349,-8.4249,0
3380,201712,21.6435,-4.4178,0
3383,201712,13.95,23.7409,1
3406,201712,321.749,-31.0743,0
3413,201712,182.184,-2.1073,0
3416,201712,45.6273,-5.926,0
3419,201712,18.67,-4.9748,0
3432,201712,10.2255,-11.969,0
3437,201712,37.28,6.3222,1
3443,201712,259.142,22.5963,1
3450,201712,100.793,14.6021,1
3454,201712,87.1799,-1.5275,0
3481,201712,12.0161,-12.3673,0
3494,201712,11.92,-27.1478,0
3501,201712,49.9708,8.0373,1
3504,201712,59.31,-31.444,0
3515,201712,65.849,-6.1557,0
3518,201712,37.77,-21.6704,0
3528,201712,28.333,-2.9414,0
3530,201712,.,2.041,1
3532,201712,172.717,-9.0567,0
3533,201712,166.018,7.4469,1
3535,201712,11.6706,1.6736,1
3536,201712,21.24,7.3168,1
3543,201712,.,16.7331,1
3545,201712,38.3234,-13.8508,0
3550,201712,14.5581,47.6037,1
3557,201712,13.5362,-12.7385,0
3563,201712,156.898,36.8777,1
3576,201712,14.5036,-11.2904,0
3583,201712,72.3106,22.9317,1
3588,201712,25.8744,-4.1742,0
3591,201712,14.9556,4.4066,1
3592,201712,47.4508,-7.6562,0
3593,201712,23.06,-2.3807,0
3596,201712,40.7069,5.7026,1
3605,201712,24.0765,-5.7942,0
3607,201712,28.85,21.2343,1
3617,201712,87.5604,1.4269,1
3622,201712,16.2058,25.926,1
3645,201712,50.7905,114.286,1
3653,201712,69.4748,-7.7452,0
3661,201712,94.1297,-4.9373,0
3665,201712,251.304,-0.5151,0
3669,201712,18.869,-2.233,0
3673,201712,87.52,-16.8161,0
3679,201712,70.297,7.0504,1
3682,201712,14.9717,-2.6343,0
3686,201712,22.49,-4.073,0
3694,201712,16.58,-1.7595,0
3701,201712,13.1963,5.7779,1
3702,201712,36.4006,-2.3539,0
3703,201712,12.8806,25.969,1
3704,201712,14.59,6.2719,1
3705,201712,34.7507,-0.1251,0
3706,201712,21.0924,-2.857,0
3708,201712,69.0865,9.6182,1
4104,201712,37.4238,0.8988,1
4106,201712,28.1888,-3.6977,0
4108,201712,24.011,-10.2317,0
4119,201712,52.7492,-7.7049,0
4133,201712,36.9814,-0.5063,0
4137,201712,112.245,43.3336,1
4142,201712,20.53,1.0001,1
4148,201712,103.555,6.6393,1
4155,201712,25.6103,42.2729,1
4164,201712,32.665,-7.5424,0
4190,201712,53.2771,-8.9431,0
4306,201712,12.7726,8.1482,1
4414,201712,18.6692,-11.7207,0
4426,201712,41.0751,-20.0496,0
4438,201712,127.832,-19.9389,0
4526,201712,19.9508,-1.6909,0
4532,201712,26.3418,-5.6012,0
4536,201712,84.19,-3.957,0
4540,201712,.,17.3694,1
4545,201712,42.6988,29.0509,1
4551,201712,157.279,-16.4556,0
4552,201712,73.6796,-1.1884,0
4555,201712,60.0161,9.5007,1
4557,201712,56.6249,-4.3769,0
4560,201712,35.8714,10.1384,1
4562,201712,37.56,-2.0287,0
4564,201712,.,-12.4113,0
4566,201712,.,-1.6497,0
4720,201712,13.5318,1.4036,1
4722,201712,27.153,10.1906,1
4737,201712,46.6095,4.9148,1
4739,201712,106.767,-4.9795,0
4746,201712,69.1494,-8.9708,0
4755,201712,44.8406,44.2544,1
4763,201712,142.149,-6.2161,0
4764,201712,.,6.6814,1
4766,201712,.,-11.2063,0
4807,201712,42.33,-1.9231,0
4904,201712,61.9679,1.24,1
4906,201712,23.3697,1.8144,1
4912,201712,144.697,-42.1486,0
4915,201712,67.2394,6.4688,1
4916,201712,29.1596,4.7265,1
4919,201712,57.4798,4.065,1
4927,201712,18.8141,-3.3651,0
4930,201712,11.0636,-1.1448,0
4934,201712,23.0044,0.7781,1
4935,201712,42.1155,-0.6598,0
4938,201712,61.1698,-9.548,0
4942,201712,19.8121,-2.5368,0
4943,201712,270.039,62.7008,1
4952,201712,46.0901,-1.2822,0
4956,201712,22.2,6.0828,1
4958,201712,61.4027,5.4752,1
4960,201712,12.84,-13.5231,0
4961,201712,.,-9.6078,0
4967,201712,.,-10.4117,0
4968,201712,92.3478,-16.3637,0
4976,201712,43.36,-18.6666,0
4977,201712,98.4114,-8.2033,0
4989,201712,.,-10.5711,0
4994,201712,52.1143,-5.7145,0
4999,201712,41.2234,-1.5688,0
5007,201712,51.0402,-1.9933,0
5203,201712,58.073,6.709,1
5215,201712,22.8138,-6.8784,0
5222,201712,62.6881,-16.257,0
5225,201712,26.8366,-2.0002,0
5234,201712,44.5179,41.3975,1
5243,201712,42.0423,4.3729,1
5244,201712,10.03,5.2085,1
5258,201712,25.67,-12.8922,0
5269,201712,340.918,2.9701,1
5283,201712,.,-8.9819,0
5284,201712,54.7749,-0.311,0
5285,201712,69.6405,29.324,1
5288,201712,79.5914,-3.2955,0
5306,201712,112.008,-1.1406,0
5388,201712,73.0038,3.4189,1
5434,201712,64.9834,9.3121,1
5469,201712,16.6849,38.3387,1
5471,201712,30.861,11.7738,1
5484,201712,8.56,-4.7895,0
5515,201712,10.0559,7.4768,1
5519,201712,8.6577,-0.4788,0
5521,201712,11.6667,35.8334,1
5522,201712,24.903,-5.0297,0
5525,201712,10.712,10.7442,1
5531,201712,9.7,5.9406,1
5533,201712,13.8609,2.5725,1
5534,201712,59.3945,10.0571,1
5538,201712,29.4549,14.0575,1
5607,201712,13.5037,21.6604,1
5608,201712,8.83,5.3901,1
5706,201712,26.0806,0.5836,1
5871,201712,68.4759,15.7757,1
5876,201712,.,-3.3045,0
5880,201712,13.2962,6.0705,1
5906,201712,15.97,2.5644,1
5907,201712,18.326,2.6381,1
6005,201712,8.9564,13.7257,1
6024,201712,34.1366,1.5714,1
6108,201712,23.0713,-2.7584,0
6112,201712,20.7553,3.1583,1
6115,201712,35.4435,0.4588,1
6116,201712,9.91,-18.1893,0
6117,201712,16.9,1.4046,1
6120,201712,29.39,46.4423,1
6128,201712,33.4491,-16.419,0
6133,201712,9.6589,-10.7757,0
6136,201712,19.0374,0.8442,1
6139,201712,30.6442,-1.0191,0
6141,201712,16.6091,-8.8472,0
6142,201712,9.5253,-7.3683,0
6152,201712,8.81,-9.3053,0
6153,201712,35.8614,70.0631,1
6155,201712,17.4372,3.675,1
6164,201712,12.84,-0.7603,0
6165,201712,39.42,-32,0
6166,201712,60.5123,-5.744,0
6168,201712,16.7872,18.0177,1
6172,201712,10.1908,-2.8988,0
6176,201712,55.7122,-0.7021,0
6177,201712,22.681,8.372,1
6183,201712,26.7188,2.8004,1
6184,201712,28.1663,-3.5213,0
6189,201712,22.5898,0.0002,1
6191,201712,12.2513,5.4686,1
6192,201712,46.9457,-3.1197,0
6196,201712,34.8659,-2.5003,0
6197,201712,26.4874,-17.3013,0
6201,201712,23.674,0.3444,1
6202,201712,59.627,17.4063,1
6205,201712,28.2455,-11.0159,0
6206,201712,70.6369,-9.1011,0
6209,201712,41.01,-26.4271,0
6213,201712,56.576,11.6237,1
6214,201712,48.0008,3.3102,1
6215,201712,17.6999,7.1428,1
6216,201712,23.1948,-0.1743,0
6224,201712,44.3599,3.0857,1
6225,201712,3.4992,8.8526,1
6226,201712,9.7325,3.2719,1
6230,201712,89.4605,7.4314,1
6235,201712,16.7556,30.1826,1
6239,201712,78.7708,-0.9006,0
6243,201712,20.44,0.0001,1
6251,201712,13.0931,2.6085,1
6257,201712,24.6773,30.2375,1
6269,201712,101.894,-10.8786,0
6271,201712,158.469,7.9998,1
6277,201712,62.313,7.8308,1
6278,201712,28.1452,34.3514,1
6281,201712,52.1944,-2.0536,0
6282,201712,19.4784,-4.5068,0
6283,201712,47.7183,7.9122,1
6285,201712,73.3763,-3.0612,0
6288,201712,.,-3.5872,0
6289,201712,8.2525,-26.2068,0
6405,201712,21.9204,-7.5101,0
6409,201712,444.258,-3.7384,0
6412,201712,53.3307,8.7717,1
6414,201712,377.422,1.3513,1
6415,201712,644.262,-2.4388,0
6416,201712,.,-7.9416,0
6426,201712,80.481,-17.1295,0
6431,201712,12.1056,46.8294,1
6438,201712,67.0082,-1.8053,0
6442,201712,35.1853,-5.3812,0
6443,201712,15.7638,4.2428,1
6449,201712,40.3704,48.5789,1
6451,201712,117.941,28.4401,1
6456,201712,223.692,-35.4944,0
6464,201712,99.6178,1.6946,1
6477,201712,21.6872,-2.5106,0
6491,201712,.,-5.9522,0
6504,201712,148.58,-2.8302,0
6505,201712,95.3611,8.9623,1
6525,201712,55.4463,44.9077,1
6531,201712,74.0155,15.006,1
6533,201712,110.84,0.7578,1
6541,201712,77.63,5.1388,1
6552,201712,48.312,75.8716,1
6558,201712,.,10.8889,1
6573,201712,59.1379,51.096,1
6579,201712,78.361,-7.3323,0
6581,201712,.,36.5745,1
6582,201712,42.8276,-9.5915,0
6585,201712,48.66,4.8572,1
6591,201712,80.7408,50,1
6598,201712,.,25.7622,1
6605,201712,77.8499,10.9607,1
6625,201712,.,16.4338,1
6655,201712,.,0.3332,1
6668,201712,.,141.379,1
6669,201712,.,21.7057,1
6670,201712,.,19.0285,1
6674,201712,.,35.1351,1
8011,201712,19.8686,-12.6126,0
8016,201712,73.6509,-6.3829,0
8021,201712,19.7486,0.4673,1
8028,201712,.,14.378,1
8033,201712,10.38,7.7277,1
8039,201712,42.2051,22.667,1
8046,201712,25.0263,7.4073,1
8070,201712,11.2447,3.9712,1
8072,201712,20.8723,-4.4248,0
8081,201712,58.0119,1.2012,1
8101,201712,7.88,-7.5652,0
8103,201712,28.9048,-0.6328,0
8104,201712,.,-6.8647,0
8105,201712,20.4982,-17.0302,0
8110,201712,14.93,9.8979,1
8112,201712,21.8012,-0.9929,0
8114,201712,115.88,-1.4439,0
8131,201712,26.8878,-8.8405,0
8150,201712,29.267,-12.5416,0
8163,201712,23.7165,13.1676,1
8201,201712,13.67,-4.6594,0
8210,201712,38.2327,-14.3713,0
8213,201712,27.0951,-0.1569,0
8215,201712,17.3414,2.5639,1
8222,201712,18.6435,8.4373,1
8249,201712,21.4888,4.2249,1
8261,201712,29.3577,24.3134,1
8271,201712,32.0429,-1.0257,0
8341,201712,204.867,34.9203,1
8367,201712,.,-7.7631,0
8374,201712,29.4307,5.6775,1
8404,201712,54.1889,-9.0641,0
8411,201712,24.5228,-4.0665,0
8422,201712,143.926,3.5503,1
8429,201712,25.2302,-13.7435,0
8438,201712,21.18,7.2172,1
8442,201712,62.3745,20.0702,1
8443,201712,12.8695,-1.7548,0
8454,201712,192.918,1.163,1
8462,201712,91.1011,39.9999,1
8463,201712,16.2505,3.2449,1
8464,201712,272.026,2.2511,1
8466,201712,75.9494,1.9913,1
8467,201712,29.3621,-11.7404,0
8473,201712,51.6918,8.042,1
8478,201712,71.0993,4.3955,1
8480,201712,102.23,-3.0538,0
8481,201712,39.7367,-3.3407,0
8488,201712,28.2451,-3.4229,0
8499,201712,101.832,8.3332,1
8926,201712,21.1786,14.807,1
8940,201712,13.75,-3.1916,0
8996,201712,34.6315,-11.5696,0
9103,201712,1.4836,-6.4519,0
910322,201712,22.7035,28.3818,1
9105,201712,2.5196,-6.9843,0
910861,201712,8.4279,13.7607,1
9110,201712,3.58,-3.8461,0
911608,201712,2.12,14.8353,1
911622,201712,10.1,-50.4237,0
911868,201712,1.54,-13.4504,0
912000,201712,2.64,-14.2043,0
9136,201712,8.6541,-17.4057,0
9802,201712,60.5092,-4.5697,0
9902,201712,9.4584,3.9217,1
9904,201712,32.4174,1.4476,1
9905,201712,21.6522,0.8016,1
9906,201712,14.89,-11.6934,0
9907,201712,12.69,1.0871,1
9908,201712,23.3711,5.7424,1
9910,201712,94.2085,-1.8117,0
9911,201712,32.0978,-3.2132,0
9912,201712,7.865,4.1558,1
9914,201712,124.316,-7.749,0
9917,201712,78.1608,2.9213,1
9918,201712,28.7892,0.6249,1
9919,201712,11.0265,13.0045,1
9921,201712,144.327,14.3359,1
9924,201712,32.1111,-3.5895,0
9925,201712,32.5931,-0.6431,0
9926,201712,35.8021,1.1197,1
9927,201712,32.0026,4.8131,1
9928,201712,5.31,-13.4124,0
9929,201712,12.6398,8.4111,1
9930,201712,45.6417,11.531,1
9931,201712,26.1762,1.7887,1
9933,201712,38.5831,-7.5743,0
9934,201712,17.4275,19.1373,1
9935,201712,27.1198,-17.2699,0
9937,201712,34.1495,2.8717,1
9938,201712,107.432,-12.635,0
9939,201712,47.9338,4.7358,1
9940,201712,28.1244,20.0618,1
9941,201712,78.9526,8.9109,1
9942,201712,74.1018,9.0906,1
9943,201712,41.3236,4.5816,1
9944,201712,18.75,4.2554,1
9945,201712,26.724,13.9039,1
9946,201712,8.1185,17.5121,1
9955,201712,13.98,7.0921,1
9958,201712,15.3945,34.177,1
1101,201803,25.4507,0.2743,1
1236,201803,16.5668,0.862,1
1256,201803,127.016,9.0275,1
1301,201803,87.0779,5.3695,1
1303,201803,68.3726,4.7498,1
1304,201803,13.8319,-11.2807,0
1305,201803,25.0979,0.3086,1
1307,201803,29.6201,-4.1297,0
1308,201803,15.2587,-7.2542,0
1309,201803,12.2099,-22.6974,0
1310,201803,17.2387,-4.8459,0
1312,201803,28.34,-2.7027,0
1313,201803,14.5215,0.5321,1
1314,201803,12.5596,-18.2415,0
1315,201803,29.0451,3.7111,1
1316,201803,16.31,-11.8124,0
1319,201803,47.5385,-9.3751,0
1321,201803,28.5,-8.1911,0
1323,201803,30.9962,-8.5489,0
1324,201803,12.0224,4.7997,1
1325,201803,17.9997,-8.4832,0
1326,201803,91.2077,5.3399,1
1337,201803,12.19,-12.7488,0
1338,201803,93.2458,-5.677,0
1339,201803,36.0974,-6.5015,0
1340,201803,36.92,-0.109,0
1402,201803,22.605,-1.3061,0
1409,201803,8.349,-3.781,0
1410,201803,22.2201,0.6395,1
1413,201803,9.2,24.8624,1
1414,201803,6.9646,1.8972,1
1416,201803,13.93,1.5016,1
1417,201803,6.1808,-3.3969,0
1102,201803,24.8301,1.2409,1
1103,201803,10.9195,-12.7342,0
1104,201803,19.1368,-2.8322,0
1108,201803,8.2001,-7.0492,0
1109,201803,12.6854,8.0154,1
1110,201803,13.8181,-5.0848,0
1201,201803,20.8596,15.6029,1
1203,201803,23.3575,4.3652,1
1210,201803,26.6473,2.981,1
1213,201803,15.59,-3.2055,0
1215,201803,56.5694,1.8692,1
1216,201803,59.3176,4.5459,1
1217,201803,7.46,-0.8012,0
1218,201803,15.5044,0.8878,1
1219,201803,17.2472,3.3612,1
1220,201803,9.4268,6.25,1
1225,201803,64.9148,9.7745,1
1227,201803,63.4177,-8.378,0
1229,201803,24.1944,7.1037,1
1231,201803,26.8881,2.9496,1
1232,201803,79.9459,2.9931,1
1233,201803,31.0534,4.8544,1
1234,201803,26.9445,-0.9539,0
1235,201803,19.8523,-8.1442,0
1418,201803,8.81,7.2958,1
1419,201803,40.026,6.8739,1
1423,201803,8.5266,11.2173,1
1432,201803,22.9304,-17.7936,0
1434,201803,26.3894,2.5563,1
1435,201803,5.53,3.3583,1
1436,201803,26.6228,0.7463,1
1437,201803,15.3027,3.7037,1
1438,201803,11.5513,44.2598,1
1439,201803,19.8883,36.3197,1
1440,201803,12.6271,-2.2057,0
1441,201803,7.2,103.305,1
1442,201803,15.1198,6.1497,1
1443,201803,5.55,15.6866,1
1444,201803,10.59,-2.9918,0
1445,201803,7.796,0.2395,1
1446,201803,21.1724,7.477,1
1447,201803,8.19,-13.0484,0
1449,201803,11.2751,20.9175,1
1451,201803,21.76,-8.6955,0
1452,201803,17.5684,-2.928,0
1453,201803,8.9087,-1.4852,0
1454,201803,7.7234,-2.2405,0
1455,201803,10.68,-17.5782,0
1456,201803,10.29,-3.3817,0
1457,201803,11.2577,2.4822,1
1459,201803,8.97,-17.8642,0
1460,201803,13.5,-6.0071,0
1463,201803,17.4203,-1.2296,0
1464,201803,19.7224,1.5872,1
1465,201803,13.3552,-1.6447,0
1466,201803,11.46,-10.744,0
1467,201803,12.31,3.4632,1
1468,201803,9.97,-3.122,0
1470,201803,16.1542,2.5353,1
1471,201803,7.53,3.503,1
1472,201803,32.1778,-28.7733,0
1473,201803,22.218,-2.9349,0
1474,201803,10.58,3.5086,1
1475,201803,41.5011,-38.4,0
1476,201803,284.766,14.9579,1
1477,201803,106.507,10,1
1503,201803,37.3329,0.3629,1
1504,201803,24.0006,-13.8598,0
1506,201803,20.3219,0.2365,1
1512,201803,11.95,-0.8066,0
1513,201803,18.6666,-1.1239,0
1514,201803,9.798,16.456,1
1515,201803,41.401,-18.4362,0
1516,201803,17.9762,41.2755,1
1517,201803,10.5167,-8.5838,0
1519,201803,20.3214,23.9815,1
1521,201803,64.5344,0.7593,1
1522,201803,26.8261,-6.0238,0
1524,201803,9.4098,-10.5484,0
1525,201803,76.8087,-14.6261,0
1526,201803,70.1056,4.6655,1
1527,201803,54.2794,-15.892,0
1528,201803,13.8284,2.7209,1
1529,201803,28.8653,11.6208,1
1530,201803,28.2222,1.8807,1
