stock_id,year,營業毛利率,營業利益率,ROA(A)稅後息前,ROE(A)－稅後,流動比率,負債比率,總資產週轉次數,應收帳款週轉次數,季底每股稅後淨利,每股淨值(C),當季季底P/E,當季季底P/B,當季季底PSR
2062,201703,23.58,11.89,1.68,3.35,144.9,52.68,0.13,1.21,1.13,32.99,7.25,1.25,1.11
2069,201703,11.37,6.39,1.68,3.1,113.19,58.81,0.35,2.65,0.6,21.91,9.29,1.37,0.47
2101,201703,19.71,8.53,0.99,1.82,134.12,52.12,0.12,1.31,0.26,13.91,15.96,2.22,2.3
2102,201703,17.87,-6.54,-4.01,-6.06,224.37,36.58,0.08,0.93,-1.25,19.83,.,0.77,1.42
2103,201703,11.94,6.03,1.31,2.16,126.73,48.43,0.28,2,0.43,18.26,15.82,1.91,0.98
2104,201703,26.73,18.6,1.76,2.54,209.85,39.05,0.15,1.24,0.78,31.67,6,0.95,1.04
2105,201703,25.66,11.14,1.26,2.22,148.56,49.1,0.17,2.38,0.59,26.59,13.18,2.36,1.74
2106,201703,21.34,5.95,0.59,0.97,379.77,48.83,0.18,1.93,0.23,23.38,13.34,2.16,1.49
2107,201703,31.46,21,0.03,0.01,359.81,20.84,0.03,2.09,0,26.43,21.79,0.65,3.97
2108,201703,18.63,9.81,2.15,2.59,516.98,16.99,0.36,2.19,0.35,14.8,11.71,1.65,1.07
2109,201703,21.2,6.23,0.81,1.15,197.45,38.47,0.18,1.61,0.04,11.64,12.45,0.95,0.61
2114,201703,34.14,24.34,0.63,0.74,504.34,11.9,0.12,2.19,0.24,33.33,14.67,2.31,3.44
2115,201703,28.29,17.72,2.95,4.26,419.42,32.49,0.23,1,1.05,26.99,8.84,2.09,1.57
2201,201703,20.38,5.86,0.58,1.58,100.05,64.61,0.11,0.27,0.49,44.65,12.8,0.64,0.41
2204,201703,18.08,7.63,1.85,2.15,335.48,13.49,0.18,3.73,0.75,36.28,9.59,0.77,0.94
2206,201703,17.84,2.01,0.22,0.16,174.79,57.51,0.19,2.08,0.02,16.38,.,1.32,0.53
2207,201703,14.92,8.76,2.08,6.68,118.18,71.24,0.26,0.51,5.75,84.31,13.06,4.22,1.08
2208,201703,-52.35,-55.92,-5.3,-13.02,105.89,62.42,0.11,4.12,-2.01,14.37,.,0.99,0.73
2227,201703,18.19,7.13,4.8,6.6,204.9,27.88,0.33,14.92,4.81,73.72,10.57,2.87,1.8
2228,201703,30.47,17.46,2.59,3.41,338.3,24.51,0.24,1.34,1.65,48.61,15.62,3.59,2.92
2231,201703,53.88,38.07,2.38,4.36,212.92,45.28,0.13,0.81,1.59,32.56,20.12,8,7.01
2233,201703,39.97,25.99,2.51,3.56,212.31,31.35,0.19,1.17,1.65,46.51,9.61,2.21,2.25
2236,201703,29.2,13.16,2.53,3.62,404.19,31.78,0.25,0.8,1.04,30.22,8.85,1.86,1.04
2239,201703,20.8,12.13,1.71,3.07,123.73,52.57,0.19,1.03,2.25,81.76,10.12,1.9,1.02
2243,201703,20.43,12.96,1.18,4.11,111.26,76.21,0.12,0.75,0.85,23.23,.,.,.
2301,201703,13.03,4,0.98,2.35,134.17,60,0.25,0.93,0.85,32.22,9.16,1.64,0.53
2302,201703,32.74,-16.46,-0.79,-1.03,151.35,19.65,0.05,1,-0.1,9.69,.,0.68,2.2
2303,201703,19.85,3.66,0.51,0.69,166.8,42.89,0.1,1.7,0.19,17.67,31.47,0.71,1.02
2305,201703,34.6,-24.16,-0.42,-0.68,142.85,39.06,0.05,2.52,-0.06,8.17,.,0.94,2.23
2308,201703,27.2,8.11,1.77,3.1,185.95,43.02,0.21,1.01,1.51,47.27,17.07,3.44,1.96
2312,201703,6.43,1.81,0.6,1.39,102.38,67.11,0.35,1.29,0.16,11.96,7.57,1.05,0.14
2313,201703,13.11,8.5,0.95,1.98,163.46,60,0.22,1,0.33,16.78,9.59,1.31,0.55
2314,201703,18.76,3.86,1.13,2.42,170.12,53.94,0.33,1.31,0.25,10.98,33.64,2.95,0.95
2316,201703,7.54,0.34,-0.99,-1.66,341.46,37.93,0.11,1.04,-0.57,27.16,.,0.67,0.98
2317,201703,7.36,3.74,1.47,2.52,167.53,49.26,0.4,1.58,1.63,64.19,7.24,1.42,0.36
2321,201703,11.26,-2.01,-1.19,-6.72,100.71,74.98,0.3,1.08,-0.06,-10.37,36.68,3.18,0.23
2323,201703,-3.51,-19.94,-1.7,-2.49,261.3,26.22,0.08,1.23,-0.29,10.65,.,0.37,0.72
2324,201703,4.17,1.57,0.39,1,146.7,66.94,0.55,1.12,0.25,23.62,7.95,0.85,0.11
2327,201703,23.87,13.71,1.56,3.3,104.16,56.2,0.13,0.76,2.34,43.19,9.27,1.76,1.53
2328,201703,7.65,2.3,0.66,1.01,200.73,33.69,0.29,0.9,0.15,19.38,23.8,1.54,0.76
2329,201703,1.28,-5.97,-0.88,-2.88,71.3,63.85,0.19,1.38,-0.23,7.75,78.38,1.34,0.55
2330,201703,51.94,40.76,4.62,6.16,256.75,24.73,0.12,1.96,3.38,56.13,11.88,3.37,5.01
2331,201703,13.96,1.97,0.91,1.62,168.77,44.29,0.29,1.58,0.34,20.63,.,1.06,0.41
2332,201703,26.04,-4.09,-1.08,-2.16,143.02,45.92,0.26,1.08,-0.33,14.2,.,1.02,0.43
2337,201703,27.46,6.27,0.7,1.1,181.94,48.1,0.19,1.82,0.11,5.07,75.82,2.51,1.82
2338,201703,14.22,-2.12,-0.76,-0.83,729.43,8.18,0.08,1,-0.13,13.31,.,1.17,3.04
2340,201703,31.11,15.97,1.76,2.32,273.43,25.28,0.15,0.91,0.42,14.86,12.82,1.21,1.72
2342,201703,16.44,4.42,-1.61,-5.12,86.66,65.1,0.19,1.44,-0.32,1.92,.,2.28,1.06
2344,201703,28.67,8.87,1.08,1.56,195.96,31.36,0.15,1.87,0.17,12.86,17.29,1.32,1.43
2345,201703,20.03,9.1,3.62,7.17,188.06,49.45,0.48,2.04,1.17,16.94,13.04,3.96,1.14
2347,201703,3.9,1.42,1.06,2.79,124.09,64.71,0.62,1.71,0.68,24.56,9.99,1.33,0.16
2348,201703,41.35,19.91,1.11,1.65,282.75,34.82,0.06,0.85,0.22,13.06,45.74,1.3,3.19
2349,201703,9.64,-9.43,-1.43,-2.36,162.85,32.97,0.09,1.38,-0.23,7.09,.,0.81,0.99
2351,201703,20.96,12.87,1.77,3.13,208.7,45.43,0.23,1.14,0.85,28.41,8.63,1.69,0.97
2352,201703,11.43,2.52,1.5,3.92,105.52,64.56,0.34,1.26,0.63,15.03,6.05,1.17,0.27
2353,201703,9.68,0.81,0.06,0.11,137.97,62.33,0.36,1.35,0.02,18.13,26.34,0.81,0.19
2354,201703,9.14,6.08,0.68,0.86,284.44,19.53,0.12,0.95,0.72,91.35,10.62,1.01,1.61
2355,201703,15.58,10.13,1.56,2.37,190.63,35.02,0.24,1.22,0.97,40.65,8.15,1.52,1.03
2356,201703,5.57,1.63,0.28,0.59,117.73,66.94,0.55,1.37,0.19,15.13,12.07,1.5,0.19
2357,201703,13.82,3.71,1.05,2,169.17,46.15,0.3,1.31,4.92,251.54,10.49,1.19,0.49
2358,201703,4.63,0.84,1.15,3.56,180.37,75.31,0.27,4.19,0.16,7.14,.,2.04,0.35
2359,201703,19.38,4.99,-0.25,-0.31,411.79,17.04,0.16,0.94,-0.06,25.57,11.7,0.65,0.69
2360,201703,49.23,16.85,1.58,2.48,252.43,33.05,0.15,0.94,0.7,30.27,18.53,3.17,3.16
2362,201703,28.65,9.47,0.22,0.09,103.86,62.43,0.04,2.35,0.06,63.01,24.33,0.48,0.97
2363,201703,47.25,-167.41,-1.63,-1.64,2628.67,0.74,0.01,1.65,-0.2,12.13,.,0.6,22.38
2364,201703,26.28,-21.75,-5.15,-13.86,58.83,60.08,0.12,1.78,-0.31,3.08,.,0.94,0.57
2365,201703,16.96,-5.78,-0.45,-0.73,206.73,31.05,0.12,1.88,-0.11,13.59,.,0.71,0.74
2367,201703,6.56,-4.43,-1.08,-2.97,91.97,60.79,0.19,0.88,-0.39,14.54,.,0.83,0.48
2368,201703,8.2,-2.2,-0.61,-2.64,123.43,67.12,0.2,0.71,-0.34,12.75,74.37,0.95,0.33
2369,201703,11.16,1.77,0.48,0.67,279.84,33.96,0.15,1.12,0.11,16.5,28.56,0.85,0.92
2371,201703,21.33,4.24,0.78,1.21,121.22,62.32,0.08,2.18,0.04,13.03,.,1.05,0.41
2373,201703,42.81,8.43,2.29,4.34,183.38,45.96,0.22,1.85,1.47,23.71,12.35,2.72,1.39
2374,201703,11.98,0.3,0.12,0.16,174.07,32.58,0.22,1.59,0.06,29.11,10.2,0.64,0.48
2375,201703,19.1,6.4,0.81,1.17,226.97,33.7,0.16,0.75,0.24,19.17,13.25,0.9,0.55
2376,201703,15.53,2.6,0.72,1.09,281.2,31.92,0.38,2.46,0.42,36.42,10.7,1.15,0.5
2377,201703,14.37,6.03,2.84,5.02,224.88,39.67,0.51,1.86,1.63,32.98,10.27,2.14,0.58
2379,201703,42.58,9.31,1.04,2.28,158.07,55.02,0.19,2.86,1,42.98,15.19,2.52,1.37
2380,201703,26.16,-23.73,-3.75,-4.86,375.07,20.66,0.13,0.94,-0.63,12.51,.,0.57,0.65
2382,201703,4.73,2.05,0.6,2.02,124.83,76.51,0.38,1.7,0.72,34.83,11.64,1.78,0.26
2383,201703,24.36,17.38,3.71,6.75,197.7,45.56,0.29,0.76,2.26,34.01,9.05,3.47,1.64
2385,201703,16.91,4.95,1.1,2.44,117.66,56.47,0.26,0.91,0.89,35.25,8.48,2.33,0.71
2387,201703,18,8.81,1.54,2.46,203.68,36.69,0.22,0.69,0.96,28.81,4.52,0.71,0.4
2388,201703,27.11,-34.14,0.25,0.37,138.19,60.41,0.11,3.48,0.04,6.98,.,1.61,1.16
2390,201703,10.09,-35.22,-2.82,-3.49,284.7,17.12,0.06,1.72,-0.41,11.58,.,1.36,4.45
2392,201703,10.21,-0.61,0.2,0.23,109.49,56.99,0.28,1.29,0.19,44.34,19.96,0.89,0.22
2393,201703,24.09,8.56,0.93,1.83,209.11,52.12,0.18,0.76,0.71,39.63,10.21,1.23,0.74
2395,201703,40.49,15.02,3.18,4.65,217.8,29.19,0.26,1.42,1.73,41.45,24.81,6.13,3.84
2397,201703,31.75,15.68,1.9,2.42,409.67,21.42,0.22,1.44,0.68,28.52,11.12,1.96,1.7
2399,201703,11.5,-1.28,-1.13,-1.56,321.25,27.66,0.25,2.88,-0.2,12.61,.,0.76,0.57
2401,201703,38.52,-5.08,2.42,3.06,447.23,18.94,0.11,1.24,0.54,15.44,38.19,0.79,1
2402,201703,4.12,-2.94,-0.79,-1.43,162.94,38.51,0.15,0.67,-0.29,19.27,.,1.25,1.2
2404,201703,18.34,14.53,1.21,2.93,149.78,56.71,0.21,1.15,0.78,28.44,8.86,2.35,1.08
2405,201703,11.34,-9.71,-1.64,-2.26,326.92,27.2,0.2,0.72,-0.24,10.34,.,0.95,0.76
2406,201703,3.17,-3.24,-0.66,-2.46,156.84,58.38,0.12,0.84,-0.73,17.76,.,1.28,0.52
2408,201703,40.07,31.5,2.29,3.59,107.85,38.88,0.08,2.12,1.11,35.31,15.16,1.37,3.06
2409,201703,19.69,13.57,2.35,4.66,151.82,51.65,0.21,1.85,0.98,19.55,4.06,0.61,0.33
2412,201703,36.51,21.15,2.2,2.62,173.11,15,0.12,1.84,1.24,48.27,16.83,2.13,3.51
2413,201703,16.09,0.59,-1.85,-4.36,147.77,55.43,0.21,1.29,-0.65,14.55,.,0.8,0.39
2414,201703,9.72,2.08,1.16,2.2,179.46,44.93,0.66,1.46,0.43,16.06,10.29,1.16,0.18
2415,201703,26.49,6.03,0.41,0.74,136.3,55.61,0.13,1.59,0.16,17.5,9.89,1.89,1.27
2417,201703,52.57,-4.77,-0.75,-0.86,466.75,12.28,0.11,2,-0.19,15.02,.,0.69,0.8
2419,201703,24.15,6.68,0.51,0.81,221.77,49.96,0.25,1.4,0.07,15.08,9.39,1.57,0.62
2420,201703,38.76,20.71,0.47,0.79,141.45,57.83,0.11,1.3,0.15,19.48,10.44,2.04,1.97
2421,201703,21.98,6.01,1.61,3.16,162.26,48.37,0.31,0.92,0.51,16.08,8.28,1.87,0.69
2423,201703,48.9,13.28,2.46,3.35,341.38,25.71,0.19,0.78,0.51,15.2,9.2,1.34,1.3
2424,201703,41,-448.95,-6.13,-6.2,8378.59,0.98,0,2.19,-0.9,14.04,.,2.27,372.51
2425,201703,0.96,-1.15,-3.23,-4.01,721.55,12.85,0.46,0.77,-0.64,15.69,97.75,1.2,0.33
2426,201703,21.95,9.88,-1.17,-1.77,241.94,30,0.14,0.75,-0.18,11.81,24.9,1.16,1.29
2427,201703,30.81,2.46,0.28,0.42,157.98,46.95,0.15,0.88,0.05,11.42,28.25,0.8,0.61
2428,201703,35.95,22.95,2.84,4.01,373.14,27.42,0.19,0.78,1.61,38.42,6.48,1.74,1.54
2429,201703,14.18,2.99,-0.97,-3.79,72.53,69.01,0.21,0.81,-0.41,9.13,24.95,1.49,0.48
2430,201703,15.44,2.34,0.89,1.77,102.61,47.79,0.53,50.55,0.51,29.34,9.37,0.99,0.23
2431,201703,15.57,4.64,0.2,0.34,202.99,38.07,0.26,1.16,0.05,15.06,16.51,1.01,0.57
2433,201703,32.14,12.1,2.37,4.14,121.17,42,0.12,1.92,1.15,26.6,12.65,1.55,1.72
2434,201703,-38.73,-73.01,-4.76,-7.62,207.67,37.33,0.04,0.45,-0.73,5.8,.,1.01,2.9
2436,201703,24.54,4.45,0.12,0.14,465.97,21.36,0.13,0.78,0.02,13.85,57.06,1.74,2.55
2438,201703,35.01,21.96,1.99,2.58,208.57,27.15,0.12,0.68,0.1,6.97,13.32,1.31,1.85
2439,201703,19.67,10.94,2.14,4.05,152.01,41.77,0.3,1.45,1.61,46.07,14.05,3.58,1.65
2440,201703,9.71,3.33,0.67,0.96,122.93,50.2,0.3,0.88,0.08,7.77,32.36,1.38,0.6
2441,201703,30.08,26.22,3.4,4.02,332.53,14.98,0.16,1.05,1.05,26.72,9.1,1.56,2.18
2442,201703,19.14,-8.22,-0.28,-0.68,168.63,53.83,0.05,2.47,-0.06,12.83,.,0.69,0.98
2443,201703,-2.89,-35.37,-3.04,-3.61,411.53,14.84,0.08,1.47,-0.39,10.41,.,0.66,1.57
2444,201703,14.21,0.54,-0.65,-1.41,212.28,45.72,0.19,1.54,-0.13,10.93,128.57,1.44,0.89
2449,201703,30.36,19.23,1.42,2.34,162.34,42.02,0.11,1.11,0.46,20.62,8.87,1.36,1.59
2450,201703,12.25,1.55,1.51,2.55,193.3,39.17,0.85,3.41,0.61,24.33,13.04,2.27,0.4
2451,201703,28.36,21.45,2.47,2.79,775.02,11.66,0.24,2.01,1.33,48.36,13.25,2.06,1.93
2453,201703,21.18,1.8,0.69,1.16,211.87,38.44,0.35,0.99,0.19,17.24,13.87,0.74,0.31
2454,201703,33.5,2.16,1.78,2.65,178.59,34.78,0.15,2.89,4.26,160.17,14.72,1.35,1.23
2455,201703,34.57,23.42,2.25,2.64,354.91,15.27,0.15,1.81,0.4,15.53,22.05,3.72,5.24
2457,201703,13.32,-0.81,0.37,0.55,139.35,53.2,0.25,1.14,0.08,15.86,.,0.95,0.44
2458,201703,43.81,14.29,1.37,1.79,403.2,23.91,0.17,1.49,0.34,16.92,19.84,2.38,2.49
2459,201703,12.04,5.49,1.55,2.54,232.27,41.28,0.32,1.06,1.01,39.79,7.39,1.04,0.37
2460,201703,10.56,-0.94,-0.12,-0.67,168.62,54.92,0.13,0.68,-0.11,15.46,22.85,0.77,0.55
2461,201703,24.2,6.13,-0.09,-0.49,170.02,51.83,0.16,0.59,0.04,17.58,8.02,0.92,0.44
2462,201703,10.21,0.58,-0.75,-1.38,247.9,43.34,0.19,0.53,-0.26,18.12,18.35,1.22,0.74
2464,201703,15.18,4.81,-0.46,-1.36,149.18,65.39,0.26,4.4,-0.24,17.68,18.27,2.34,0.86
2465,201703,13.75,-2.4,6.1,16.02,124.96,57.61,0.46,3.45,1.62,5.12,.,1.39,0.27
2466,201703,5.76,-13.82,-1.15,-2.71,257.75,53.27,0.09,0.63,-0.3,10.7,.,3.23,2.55
2467,201703,31.88,10.28,0.95,2.39,146.37,64.07,0.2,0.59,0.28,13.68,11.96,1.67,0.84
2468,201703,15.11,2.89,0.43,0.56,332.08,20.11,0.21,0.67,0.09,16.08,14.4,0.71,0.57
2471,201703,24.04,-8.52,-2.79,-4.13,502.47,31.21,0.13,0.88,-0.62,15.2,74.42,1.21,1.3
2472,201703,23.05,10.47,0.57,0.85,164.87,44.02,0.18,0.73,0.12,21.88,8.84,1.79,0.81
2474,201703,48.95,36.71,1.19,1.74,223.88,33.75,0.08,0.54,2.71,153.54,7.71,1.95,3.01
2476,201703,28.71,13.59,0.67,0.9,375.41,26.58,0.17,0.97,0.16,23.96,6.51,1.11,0.97
2477,201703,27.04,12.68,1.64,2.43,289.35,32.31,0.16,1.17,0.45,13.72,9.54,1.41,1.22
2478,201703,18.5,6.96,0.57,0.81,239.65,30.98,0.13,0.78,0.19,25.95,13.02,0.91,1.03
2480,201703,23.48,8.08,1.61,2.65,240.94,37.18,0.24,0.88,0.69,21.22,11.77,1.5,0.98
2481,201703,21.9,7.05,1.23,2.55,180.65,58.46,0.15,0.74,0.34,18.05,6.99,0.98,0.52
2482,201703,46.59,-8.15,-2.74,-3.77,324.53,25.66,0.17,1.58,-0.49,12.85,.,1.13,1.04
2483,201703,29.26,11.4,0,0.01,264.27,22.83,0.13,1.14,0,21.21,11.76,0.89,1.26
2484,201703,17.58,7.05,0.47,0.6,395.3,26.28,0.18,0.82,0.09,18.34,12.47,1.12,1.1
2485,201703,13.11,3.53,-1.46,-1.87,367.99,21.94,0.23,1.43,-0.42,22.18,47.08,1.53,0.96
2486,201703,10.26,-1.95,-1.04,-2.42,163.91,50.54,0.15,0.53,-0.43,16.86,.,0.59,0.42
2488,201703,29.08,15.99,1.32,2.07,252.27,37.16,0.16,2.17,0.51,25,7.25,1.82,1.18
2489,201703,9.15,-6.8,-2.19,-3.4,278.94,32.02,0.16,0.8,-0.63,16.84,493.06,1.35,0.72
2491,201703,22.93,-4.9,0.13,-0.3,295.89,68.23,0.04,1.21,-0.02,6.71,.,1.06,1.52
2492,201703,22.79,11.32,1.57,2.68,180.22,43.75,0.16,0.8,0.82,27.79,9.21,1.62,1.23
2493,201703,30.61,12.73,1.07,1.45,339.81,26.48,0.18,0.64,0.28,19.75,10.73,1.45,1.47
2495,201703,40.89,1.2,-0.18,-0.22,1466.83,7.28,0.08,1.15,-0.03,15.14,17.47,1.12,2.41
2496,201703,52.81,28.22,3.42,4.91,87.66,39.85,0.12,3.6,2.12,45.57,35,2.68,6.69
2497,201703,18.35,-3.25,-1.21,-2.07,161.92,38.96,0.21,1.19,-0.31,14.92,.,2.26,1.48
2498,201703,16.26,-16.22,-2.07,-4.07,136.6,48.25,0.15,1.16,-2.48,58.43,.,1.33,0.82
2501,201703,18.52,13.12,1.24,2.6,292.63,54.35,0.09,21.3,0.57,20.3,6.75,1.06,1.16
2504,201703,8.01,-0.39,6.42,14.1,145.07,40.91,0.08,0.61,2.05,14.08,.,0.6,0.53
2505,201703,20.87,9.61,0.51,0.88,163.61,54.36,0.05,9.56,0.11,12.43,35.71,1.05,3.37
2506,201703,51.74,16.77,0.85,1.27,143.26,48.81,0.04,3.67,0.24,17.6,16.51,0.74,1.88
2509,201703,14.66,0.66,-0.03,-0.41,164.36,57.26,0.03,3.98,-0.07,21.45,.,0.84,4.18
2511,201703,33.05,9.51,0.35,0.56,273.22,50.98,0.04,2.1,0.09,15.11,9.85,0.79,1.57
2514,201703,64.12,-624.14,1.23,1.74,516.21,33.72,0,0.09,0.31,17.74,19.73,0.92,103.27
2515,201703,9.4,2.34,0.16,0.15,221.56,47.86,0.06,0.82,0.02,12.83,29.07,0.52,1.11
2516,201703,-0.52,-2.23,-0.27,-1.38,105.17,70.85,0.21,0.77,-0.17,12.47,.,0.6,0.23
2520,201703,28.67,8.18,0.31,0.6,155.84,69.08,0.05,1.56,0.14,23.54,9.75,0.95,0.96
2524,201703,42.84,23.47,0.28,0.55,178.07,65.7,0.01,10.53,0.16,29.43,14.54,0.83,3.48
2527,201703,65.1,-44.64,-0.17,-0.49,196.83,60.44,0,0.33,-0.14,28.35,38.97,0.78,12.46
2528,201703,40.53,23.01,1.71,2.24,215.58,30.48,0.03,5.58,0.22,11.32,400.6,0.82,6.23
2530,201703,22.35,-13.56,-0.37,-0.84,257.47,38.6,0.01,0.75,-0.11,13.09,.,1.16,25.48
2534,201703,46.63,42.46,3.04,8.65,152.94,64.43,0.07,22.42,1.4,17.5,5.63,1.08,2.19
2535,201703,12,8.32,0.92,1.94,180.11,63.64,0.18,0.68,0.47,23.78,28.55,0.9,0.39
2536,201703,37.7,-0.64,0.87,1.29,270.6,35.5,0,0.41,0.45,35.23,30.15,0.73,6.39
2537,201703,42.31,-8600.96,-0.27,-0.42,402.82,36.47,0,0.22,-0.06,14.49,30.95,0.74,5.52
2538,201703,36.37,23.87,-0.27,-0.82,179.23,55.27,0.01,8.05,-0.16,18.01,.,0.64,9.4
2539,201703,39.04,31.45,2.62,4.25,302.18,37.84,0.09,42.12,0.62,16.47,8.35,1.72,2.64
2540,201703,57.82,22.4,0.27,0.18,191.88,59.56,0.02,0.5,0.05,27.6,10.92,0.9,3.03
2542,201703,22.59,9.51,0.44,0.91,188.07,63.78,0.04,3.16,0.3,30.64,12.03,1.78,2.08
2543,201703,5.34,2.63,0.56,0.96,192.41,47.08,0.22,0.94,0.11,10.87,23.63,0.86,0.48
2545,201703,36.25,17.96,0.92,2.44,126.89,69.5,0.02,4.5,0.87,35.99,6.74,1.27,1.3
2546,201703,6.44,2.66,0.7,1.68,164.2,57.42,0.3,0.8,0.36,21.42,9.53,0.9,0.25
2547,201703,60.84,-58.54,-0.78,-7.88,95.62,88.9,0.01,1.48,-0.82,9.33,.,1.21,2.75
2548,201703,30.53,12.57,0.27,0.55,190.11,55.51,0.02,10.74,0.27,53.93,6.42,1.3,1.6
2597,201703,15.95,6.93,1.09,1.95,125.05,44.3,0.18,1.13,0.72,29.11,6.48,1.51,0.67
2601,201703,70.48,14.04,1.04,2.53,94.05,68.62,0.05,3.9,0.36,16.82,8.32,0.84,0.72
2603,201703,6.23,1.94,0.25,0.32,127.38,71.22,0.18,2.83,0.08,14.16,.,1,0.38
2605,201703,25.79,20.52,0.95,1.15,194.96,31.37,0.03,3.37,0.29,27.9,19.15,0.85,3.97
2606,201703,4.34,0.24,0.15,-0.07,159.92,61.24,0.03,4.1,-0.02,26.27,193.6,1.24,4.11
2607,201703,15.91,12.88,0.65,0.81,202.27,34.31,0.06,1.8,0.16,20,15.39,0.71,2.02
2608,201703,15.19,10.64,1.56,2.47,96.63,38.29,0.18,1.52,0.42,17.34,14.67,2.47,2.13
2609,201703,0.6,-3.93,-0.37,-5.32,55.65,87.39,0.23,4.31,-0.39,10.38,.,1.36,0.19
2610,201703,7.82,-1.03,-1.55,-6.65,63.42,75.56,0.16,4.29,-0.69,9.46,120.31,1.12,0.41
2611,201703,27.55,-3.1,-0.56,-1.11,129.47,39.01,0.06,1.11,-0.16,13.9,.,0.51,1.09
2612,201703,18.45,6.99,-0.14,-0.73,118.61,54.65,0.04,2.91,-0.37,48.43,32.18,0.64,1.88
2613,201703,4.08,-0.74,-0.01,-0.26,83.53,51.58,0.1,1.35,-0.07,27.38,21.56,0.57,0.65
2614,201703,32.48,-7.02,-1.39,-2.78,142.28,42.5,0.26,4.43,-0.08,6.86,.,1.39,0.66
2615,201703,6.91,0.1,-0.13,-0.6,179.58,54.87,0.19,5.98,-0.09,14.68,37.12,1.2,0.68
2616,201703,8.83,1.94,5.38,9.78,95.87,42.61,0.63,4.18,2.64,29.32,8.85,1.09,0.24
2617,201703,3.97,0.45,0.19,0.18,160.84,30.2,0.05,4.13,0.04,22.27,.,0.61,2.22
2618,201703,9,0.76,-0.07,-0.99,108.65,72.8,0.18,3.08,-0.18,12.96,17.08,1.24,0.44
2630,201703,20.82,13.46,3.1,4.82,226.96,37.47,0.28,0.77,0.68,14.67,12.15,2.08,1.2
2633,201703,45.7,43.59,0.7,2.62,338.54,86.34,0.02,27.29,0.29,11.14,21.18,1.92,2.9
2634,201703,14.31,10.61,0.43,0.9,122.16,61.2,0.19,0.77,0.12,13.68,15.59,2.81,1.3
2636,201703,17.6,2.51,0.75,1.27,163.21,51.74,0.51,1.53,0.27,18.48,8.66,1.13,0.24
2637,201703,14.71,12.89,0.35,0.16,22.53,67.45,0.03,20.23,0.07,46.74,31.1,0.71,1.74
2642,201703,17.1,2.45,2.22,3.04,289.83,26.38,0.32,1.96,0.52,17.38,36.03,1.42,0.88
2701,201703,50.66,43.14,0.92,1.06,1066.58,12.77,0.01,7715.28,0.17,16.61,14.1,0.85,15.54
2702,201703,73.09,8.03,0.49,0.55,69.09,76.69,0.07,7.98,0.06,11.53,19.92,1.39,1.13
2704,201703,44.77,17.26,1.04,1.22,421.24,14.75,0.07,7.74,0.32,25.91,18.44,0.91,2.48
2705,201703,26.41,-9.06,-0.73,-2.02,120.79,55.96,0.08,4.82,-0.27,13.16,.,0.64,0.88
2706,201703,72.39,63.56,1.12,1.27,2347.86,12.64,0.01,13.01,0.21,17.89,13.72,0.98,23.74
2707,201703,33.43,17.81,3.23,6.02,118.19,46.4,0.23,5.91,1.84,29.99,16.77,5.22,2.89
2712,201703,23.54,-8.71,-0.49,-0.6,29.93,15.24,0.06,7.77,-0.07,12.11,51.73,2.15,5.53
2722,201703,40.38,-0.02,0.01,0.01,67.95,12.36,0.07,23.31,0,16.7,27.09,2.42,5.78
2723,201703,59.22,12.35,3.66,5.48,175.67,32.74,0.4,20.69,2.93,59.03,16.11,4.86,1.94
2727,201703,50.63,7.82,2.25,4.29,156.41,46.43,0.45,26.43,1.7,46.54,10.66,3.01,0.67
2731,201703,13.46,1.74,1.69,4.42,143.12,62.37,0.98,7.45,1.39,30.75,19.07,2.95,0.28
2739,201703,39.17,7.97,2.25,3.94,113.55,40.64,0.3,10.63,0.71,18.43,12.59,2.01,1
2748,201703,35.14,21.77,3.58,5.78,59.04,38.04,0.2,19.16,1.02,18.1,15.77,3.13,2.75
2841,201703,77.58,-28.07,0.17,0.16,118.76,47.42,0,24.79,0.04,23.81,.,0.47,22.24
2901,201703,86.09,14.22,0.56,0.63,879.46,11.88,0.03,14.02,0.08,11.89,49.58,2.13,12.21
2903,201703,51.1,6.93,0.37,0.78,34.28,62.25,0.09,12.29,0.17,20.86,7.41,0.78,0.54
2904,201703,38.36,23.51,1.74,2.12,239.97,18.3,0.09,2.8,0.29,13.75,15.91,1.75,3.53
2905,201703,30.6,26.41,-0.12,-3.6,931.2,96.6,0.08,37.93,-0.82,20.96,10.73,1.28,0.09
2906,201703,23.57,3.7,0.16,0.19,186.46,31.18,0.21,1.11,-0.09,14.2,7.83,0.86,0.37
2908,201703,30.23,4.19,1.44,4.09,99.55,69.41,0.39,3.45,0.6,14.93,10.71,1.33,0.29
2910,201703,76.94,29.52,0.37,0.68,61.14,59.83,0.02,4.84,0.09,12.94,81.28,2.46,8.87
2911,201703,45.72,-3.04,-0.24,-0.91,146.02,54.75,0.27,2.39,-0.14,13.6,.,0.81,0.3
2912,201703,32.75,5.24,3.28,8.81,108.88,60.84,0.57,13.12,2.64,29.91,18.8,8.36,1.2
2913,201703,32.84,26.9,2.45,3.5,222.87,28.42,0.08,70,0.74,21.6,27.42,0.77,5.29
2915,201703,53.75,39.31,1.79,2.95,100.63,42.39,0.04,8.73,0.51,22.87,6.24,2.25,8.46
